BRIN_NR;NAAM_INST;RAPPORTAGEMAAND;PERSOONSGEBONDENNUMMER;ACHTERNAAM;VOORVOEGSEL;ALLE_VOORNAMEN;WOONGEMEENTE;GEBOORTEDATUM;ONDERWIJSCODE;ONDERWIJSNAAM;LEERWEG;DATUM_UITSCHRIJVING;MELDING_VERZUIM_WETTELIJK;REDEN;BRIN;NAAM_INSTELLING;ONDERWIJSAANBIEDERCODE;NAAM_ONDERWIJSAANBIEDER;MELDING_VERZUIM_NIET_WETTELIJK;GEMEENTECODE;RMC_REGIO;REDEN_UITSTROOM;LOCATIECODE;ONDERWIJSLOCATIECODE;POSTCODE_ONDERWIJSLOCATIE;HUISNUMMER_ONDERWIJSLOCATIE;BRIN_VOLGNUMMER;NIVEAU;INSCHRIJVINGSVOLGNUMMER;STRAAT;HUISNUMMER;HUISLETTER;HUISNUMMER_TOEVOEGING;HUISNUMMER_AANDUIDING;ADRES_LOCATIE;POSTCODE;WOONPLAATS;VANAF_WANNEER
27GZ;ROC Mondriaan;202305;978526422;Herijgens;;Ayoub;'S-GRAVENHAGE;08-05-2003;25151;Specialist mode/maatkleding;BOL;;J;;27GZ;ROC Mondriaan;100A189;School voor ICT;N;578;REGIO 30;;;100X746;2544AH;25;;HAVO/VWO bovenbouw;1;Meervalsingel;550.0;;;;;2317CH;MONSTER;202305
27GZ;ROC Mondriaan;202305;628701950;Bezemer;de;Tanja Petra;RIJSWIJK;12-04-2002;25597;Fashion Product Coordinator;BBL;;J;;27GZ;ROC Mondriaan;100A191;School voor Metaal-, Elektro- en installatietechniek;N;605;REGIO 28;;;100X751;2521DB;126;;Mbo2 opleidingen;2;Kastanjelaan;99.0;;;;;2635BP;BOSKOOP;202305
27GZ;ROC Mondriaan;202305;751032536;Nolte;van de;Marit;'S-GRAVENHAGE;19-07-2003;25481;Retailmanager;BOL;;J;;27GZ;ROC Mondriaan;100A176;School voor Economie en Juridische beroepen;N;1700;REGIO 26;;;100X750;2612CA;7;;Mbo4 opleidingen;1;De Vlashoven;;;;;;2533CR;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;596821309;Lenten;;Qusai;ZOETERMEER;25-01-2003;25123;IT systems and devices;BBL;;J;;27GZ;ROC Mondriaan;100A196;School voor Technologie en Engineering;N;505;REGIO 28;;;100X755;2493WN;1;;Mbo2 opleidingen;2;Xaverystraat;488.0;B;;;;2612PK;LEIDERDORP;202305
27GZ;ROC Mondriaan;202305;359163721;Saad;;Elise Susanne;WESTLAND;08-03-2004;25346;Helpende Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;100A196;International Hotel and Management School;N;491;REGIO 28;;;100X753;2493WN;16;;Mbo3 opleidingen;1;Het Zicht;27.0;;;;;2343KC;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;976442788;Haddouch;van;Jill;SOEST;10-05-2000;5421;Financieel administratieve beroepen;BBL;;J;;27GZ;ROC Mondriaan;101A783;School voor Horeca & Facilitaire dienstverlening;N;1772;REGIO 40;;;100X757;2612CA;45;;Mbo2 opleidingen;A1;Waterlelie;51.0;;;;;2285VT;Leiden;202305
27GZ;ROC Mondriaan;202305;736416566;Mulbarak Abdulla Hassan;;Dean;'S-GRAVENHAGE;28-08-2003;25757;Musicalperformer;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Entreeopleidingen;N;483;REGIO 26;;;100X747;2332AA;4;;Mbo4 opleidingen;1;Derde Werelddreef;26.0;;;;;2252KE;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;708845125;Russell;;Yousri;ROTTERDAM;13-04-2000;25277;Vavo Havo-Nieuw-Profiel-Natuur en Techniek;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Lifestyle, Sport en Bewegen;N;1711;REGIO 26;;;100X750;2491BE;8;;Mbo4 opleidingen;1;Vliestroom;60.0;;;;;2291XR;DELFT;202305
27GZ;ROC Mondriaan;202305;280333689;Smit;de la;Bastiaan;'S-GRAVENHAGE;20-02-2004;25325;Mbo-Verpleegkundige;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Gezondheidszorg Den Haag;N;1875;REGIO 28;;;100X746;2612CA;16;;Mbo4 opleidingen;2;Albert Verweylaan;69.0;;;;;2521RD;BERGSCHENHOEK;202305
27GZ;ROC Mondriaan;202305;602946041;Fatima Duraid Hassan Al-Gburi;El;Manal;DELFT;01-03-2005;25248;Allround Assistant Business Services;BOL;;J;;27GZ;ROC Mondriaan;100A189;School voor Lifestyle, Sport en Bewegen;N;602;REGIO 28;;;100X746;2612CA;17;;Mbo2 opleidingen;1;Athenesingel;;A;;;;2522HZ;LEIDERDORP;202305
27GZ;ROC Mondriaan;202305;451865157;Lispet;;Ena;'S-GRAVENHAGE;23-11-2001;25307;Musicalperformer;;;J;;27GZ;ROC Mondriaan;100A172;School voor Gezondheidszorg Den Haag;N;492;REGIO 28;;;100X752;2612CA;1;;Mbo4 opleidingen;2;Rhoonstraat;63.0;;;;;2564EZ;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;408531414;Dulk;;Judmari Quini Maria;'S-GRAVENHAGE;15-11-2001;25310;Assistent dienstverlening;BOL;;J;;27GZ;ROC Mondriaan;100A181;School voor Zorg en Welzijn Leiden;N;1734;REGIO 28;;;100X753;2595GA;7;;Mbo4 opleidingen;A1;Seinpoststraat;227.0;;;;;2593VP;DELFT;202305
27GZ;ROC Mondriaan;202305;260554841;Hughs;;Benthe Marit Martine;ROTTERDAM;21-12-1999;25304;Verzorgende-IG;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Horeca & Facilitaire dienstverlening;N;1764;REGIO 28;;;100X756;2491BE;8;;HAVO/VWO bovenbouw;1;Withuysstraat;585.0;;;;;2215MJ;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;920917871;Saaïdi;;Akoob Shant Janeek;'S-GRAVENHAGE;30-01-2006;25743;Timmerman;BOL;;J;;27GZ;ROC Mondriaan;100A195;VAVO Haaglanden;N;488;REGIO 28;;;100X746;2627BK;1;;Mbo4 opleidingen;1;Bragastraat;103.0;;;;;;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;705516188;Sertkaya;;Cato Anna Maria;'S-GRAVENHAGE;24-06-2000;25252;Begeleider specifieke doelgroepen;BBL;;J;;27GZ;ROC Mondriaan;100A196;School voor Orde & Veiligheid;N;1765;REGIO 28;;;100X746;2493WN;69;;Mbo4 opleidingen;3;Strijplaan;240.0;;;;;2525NE;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;855487904;Laar;;Aryan Shreyas;WIJK BIJ DUURSTEDE;10-10-2002;25279;Begeleider maatschappelijke zorg;BOL;;J;;27GZ;ROC Mondriaan;100A189;VAVO Haaglanden;N;1785;REGIO 28;;;100X746;2493WN;322;;Mbo4 opleidingen;4;Ds van den Boschlaan;132.0;;;;;2525SN;GOUDA;202305
27GZ;ROC Mondriaan;202305;605053385;Creque;;Lilly;'S-GRAVENHAGE;17-10-2003;25291;Verzorgende-IG;BBL;;J;;27GZ;ROC Mondriaan;100A190;International Hotel and Management School;N;1668;REGIO 28;;;100X746;2544ED;5;;Mbo4 opleidingen;1;Multatulistraat;28.0;;;;;2652EB;RIJSWIJK ZH;202305
27GZ;ROC Mondriaan;202305;523389963;Taş;;Ishwer Sven;DELFT;03-08-2004;25324;Begeleider specifieke doelgroepen;BOL;;J;;27GZ;ROC Mondriaan;100A186;School voor Maatschappelijke zorg en Verzorgende;N;562;REGIO 28;;;100X747;2544ED;15;;Mbo2 opleidingen;1;Orteliuspad;45.0;;;;;2408DM;'s-Gravenhage;202305
27GZ;ROC Mondriaan;202305;416123438;Bouderbal;;Rishan Dylan Shailinder;'S-GRAVENHAGE;29-01-2000;25647;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor ICT;N;551;REGIO 26;;;100X747;2595GA;7;;Mbo3 opleidingen;1;Jacques Urlusplantsoen;75.0;;;;;2551ST;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;392667240;Salah El Din;El;Kimberly Elly;ZAANSTAD;11-11-2000;5373;Assistent mobiliteitsbranche;BBL;;J;;27GZ;ROC Mondriaan;100A186;School voor Entreeopleidingen;N;1841;REGIO 35;;;100X757;2612CA;50;;Mbo2 opleidingen;1;Maanplein;93.0;A;;;;3014AH;GEMONDE;202305
27GZ;ROC Mondriaan;202305;658544596;Li;;Bram;'S-GRAVENHAGE;28-05-2004;25689;Sport- en bewegingsleider;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Maatschappelijke zorg en Verzorgende;N;489;REGIO 28;;;100X747;2544ED;7;;Mbo4 opleidingen;1;Woensdrechthof;29.0;;;;;2516CM;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;237028420;Zwet;;Nynne Elize;ROTTERDAM;07-09-2002;25614;Technicus elektrotechnische installaties woning en utiliteit;BOL;;J;;27GZ;ROC Mondriaan;100A176;School voor Autotechniek en Mobiliteit;N;1762;REGIO 28;;;100X750;2512ER;8;;Mbo3 opleidingen;A1;Hongarenburg;18.0;;;;;2543CS;;202305
27GZ;ROC Mondriaan;202305;813001495;Nazari;;Mohamed;'S-GRAVENHAGE;30-09-2000;25415;Assistent horeca, voeding of voedingsindustrie;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Retail en Logistiek Delft;N;485;REGIO 28;;;100X746;2521DB;5;;Mbo4 opleidingen;1;Fruitweg;110.0;;;;;2729KV;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;116732502;Haven;van;Stijn Olaf;'S-GRAVENHAGE;03-11-2002;25233;Pedagogisch medewerker kinderopvang;BBL;;J;;27GZ;ROC Mondriaan;101A783;School voor Retail en Logistiek Delft;N;1727;REGIO 28;;;100X746;2332AA;7;;Mbo4 opleidingen;2;Jacob Schorerlaan;72.0;A;;;;2722TM;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;677299135;El-Badri;;Joukje Marianne Natasja Darinka;DELFT;07-01-2004;25243;Autospuiter;BOL;;J;;27GZ;ROC Mondriaan;100A180;Beauty, Hair & Fashion;N;498;REGIO 28;;;100X749;2493WN;7;;Mbo4 opleidingen;1;Erasmusplein;19.0;;;;;2572NN;PIJNACKER;202305
27GZ;ROC Mondriaan;202305;729822876;Schie;;Emre;WESTLAND;13-01-2005;25713;Zelfstandig werkend kok;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Retail en Logistiek Delft;N;1706;REGIO 29;;;100X747;2544ED;6;;Mbo4 opleidingen;1;De Constant Rebecquestr;23.0;;;;;2526LW;NOOTDORP;202305
27GZ;ROC Mondriaan;202305;709053836;Köse;;Eliana Abigail;'S-GRAVENHAGE;27-10-2003;25351;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Metaal-, Elektro- en installatietechniek;N;539;REGIO 28;;;100X758;2493WN;6;;Mbo4 opleidingen;1;Breitner;24.0;;;;;2548HV;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;177099581;Yildirim;;Amira;'S-GRAVENHAGE;06-05-2001;25632;Leidinggevende travel & hospitality;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Pedagogische en Sociale beroepen;N;497;REGIO 28;;;100X758;2544ED;46;;Mbo3 opleidingen;2;Jan Blankenstraat;56.0;;;;;2521SG;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;860506771;Ramdaras;;Esra;WASSENAAR;12-05-2005;25597;Allround medewerker IT systems and devices;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Zorg en Welzijn Leiden;N;1771;REGIO 28;;;100X752;2595GA;32;;Mbo4 opleidingen;1;Oostvlietweg;23.0;;;;;2295RN;DELFGAUW;202305
27GZ;ROC Mondriaan;202305;547774045;Jansma;;Morgan;'S-GRAVENHAGE;10-06-2003;25328;Gespecialiseerd pedagogisch medewerker;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Pedagogische en Sociale beroepen;N;486;REGIO 28;;;100X753;2544AH;6;;Mbo4 opleidingen;1;Margrijhof;18.0;;;;;2518CS;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;300180406;Berg;;Maryam;'S-GRAVENHAGE;05-06-2005;25278;Verzorgende-IG;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Zorg en Welzijn Delft;N;1648;REGIO 28;;;100X753;2493WN;5;;Mbo4 opleidingen;2;Jacob Schorerlaan;37.0;;;;;2662HD;DELFT;202305
27GZ;ROC Mondriaan;202305;133660644;Vastenburg;de;Sascha Ides Denise;'S-GRAVENHAGE;13-08-2004;25625;Medewerker (financiële) administratie;BBL;;J;;27GZ;ROC Mondriaan;100A173;School voor Horeca & Facilitaire dienstverlening;N;1471;REGIO 28;;;100X758;2612CA;1;;Mbo4 opleidingen;1;P. van der Meerschstraat;308.0;;;;;2531AS;ALPHEN AAN DEN RIJN;202305
27GZ;ROC Mondriaan;202305;239685498;Folkers;;Chaima;'S-GRAVENHAGE;19-05-2003;25235;Assistent dienstverlening;BOL;;J;;27GZ;ROC Mondriaan;100A192;School voor Pedagogische en Sociale beroepen;N;1699;REGIO 28;;;100X750;2544ED;5;;Mbo4 opleidingen;1;Mijdrechtstraat;29.0;;;;;2821ZJ;DELFGAUW;202305
27GZ;ROC Mondriaan;202305;981265814;Gron;van;Ishandro Sharlyson;LEIDEN;24-05-2004;25242;Onderwijsassistent;BOL;;J;;27GZ;ROC Mondriaan;100A184;School voor Zorg en Welzijn Leiden;N;512;REGIO 26;;;100X754;2595GA;6;;Mbo4 opleidingen;1;Bragastraat;69.0;;;;;2285JT;BERGSCHENHOEK;202305
27GZ;ROC Mondriaan;202305;901754782;Ghafoerkhan;;Jim;RIJSWIJK;07-08-2003;25289;Mbo- Verpleegkunde;BBL;;J;;27GZ;ROC Mondriaan;100A188;International Hotel and Management School;N;497;REGIO 28;;;100X753;2493WN;7;;HAVO/VWO bovenbouw;1;Karel Doormanlaan;150.0;;;;;2284CS;WATERINGEN;202305
27GZ;ROC Mondriaan;202305;563169570;Kemper;;Hussam;'S-GRAVENHAGE;24-08-2003;25571;Assistent metaal-, elektro- en installatietechniek;BBL;;J;;27GZ;ROC Mondriaan;100A190;School voor Orde & Veiligheid;N;497;REGIO 28;;;100X753;2595GA;17;;Mbo4 opleidingen;A1;Hertzogstraat;15.0;B;;;;2516TC;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;951805386;Tasdemir;van;Jayden;'S-GRAVENHAGE;14-01-2005;25622;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A187;VAVO Haaglanden;N;499;REGIO 29;;;100X750;2544ED;68;;Mbo3 opleidingen;3;Melis Stokelaan;31.0;C;;;;2231MV;DELFT;202305
27GZ;ROC Mondriaan;202305;314554586;Ruijven;;Elise;'S-GRAVENHAGE;07-01-2006;25604;Software developer;BBL;;J;;27GZ;ROC Mondriaan;100A178;International Hotel and Management School;N;559;REGIO 28;;;100X755;2521DB;43;;Mbo2 opleidingen;3;Weidevogellaan;18.0;;;;;;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;489934591;Daams;;Duncan Dylan Eshber;KATWIJK;17-02-2005;25442;Persoonlijk begeleider maatschappelijke zorg;BOL;;J;;27GZ;ROC Mondriaan;100A190;School voor Pedagogische en Sociale beroepen;N;1739;REGIO 28;;;100X758;2521DB;8;;Mbo4 opleidingen;1;Van Almondestraat;27.0;;;;;2721GL;ROTTERDAM;202305
27GZ;ROC Mondriaan;202305;131610300;Jouanne;;Noa;'S-GRAVENHAGE;15-02-2004;25237;Aankomend onderofficier grondoptreden;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Zorg en Welzijn Den Haag;N;1694;REGIO 28;;;100X755;2612CA;14;;Mbo4 opleidingen;2;Chopinstraat;120.0;;;;;2717DW;ZOETERMEER;202305
27GZ;ROC Mondriaan;202305;285614085;Daamen;;Neyenon Altagracia;ZUIDPLAS;17-01-2005;5150;Constructiewerker;BOL;;J;;27GZ;ROC Mondriaan;100A180;School voor Technologie en Engineering;N;506;REGIO 28;;;111X981;2672ZX;1;;Mbo4 opleidingen;1;Harderwijkstraat;62.0;;;;;2586VA;DEN HOORN ZH;202305
27GZ;ROC Mondriaan;202305;162687785;Kootstra;;Chantal Valerie Dingalan;ZOETERMEER;04-12-2003;25670;Management assistant;BOL;;J;;27GZ;ROC Mondriaan;100A198;International Hotel and Management School;N;497;REGIO 27;;;100X753;2521DB;7;;Mbo2 opleidingen;3;Groenelaan;122.0;;;;;2624RE;DELFT;202305
27GZ;ROC Mondriaan;202305;979010815;Georgiev;;Boen;'S-GRAVENHAGE;02-07-2005;25293;Doktersassistent;BOL;;J;;27GZ;ROC Mondriaan;100A191;VAVO Haaglanden;N;108;REGIO 28;;;100X753;2491BE;1;;Mbo4 opleidingen;2;Kerkstraat;28.0;;;;;2552HK;ZOETERMEER;202305
27GZ;ROC Mondriaan;202305;851871916;Lunen;;Danny Robin;WESTLAND;11-01-2005;25681;Gespecialiseerd pedagogisch medewerker;BBL;;J;;27GZ;ROC Mondriaan;100A186;VAVO Haaglanden;N;487;REGIO 28;;;100X747;2512ER;6;;Mbo4 opleidingen;1;Escamplaan;26.0;;;;;3043LG;SCHIEDAM;202305
27GZ;ROC Mondriaan;202305;703228682;Meer;;Eliana Abigail;GOES;29-05-2004;25792;IT systems and devices;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Bouw en Infra;N;488;REGIO 28;;;100X753;2544ED;15;;Mbo4 opleidingen;A4;Melis Stokelaan;30.0;;;;;2716LB;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;570532661;Shengali;;Nova;'S-GRAVENHAGE;18-09-2004;23314;Basis technicus voertuigen en mobiele werktuigen;BOL;;J;;27GZ;ROC Mondriaan;100A191;VAVO Haaglanden;N;1714;REGIO 28;;;100X747;2544ED;1;;Mbo4 opleidingen;1;Mui;690.0;;;;;;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;496246054;Alrai;de;Jesse Job;ROTTERDAM;18-03-2006;25214;Fashion;BOL;;J;;27GZ;ROC Mondriaan;100A186;School voor Economie en Juridische beroepen;N;1787;REGIO 28;;;100X755;2544AH;17;;Mbo3 opleidingen;1;Seinpoststraat;373.0;;;;;2181RA;'s-Gravenhage;202305
27GZ;ROC Mondriaan;202305;737053980;Chen;;Cenne;LEIDSCHENDAM-VOORBURG;01-03-2006;25313;Zelfstandig medewerker travel & Hospitality;BOL;;J;;27GZ;ROC Mondriaan;100A181;School voor Orde & Veiligheid;N;485;REGIO 28;;;100X750;2493WN;43;;Mbo4 opleidingen;1;Rodenrijseweg;91.0;;;;;2371BV;WATERINGEN;202305
27GZ;ROC Mondriaan;202305;924943795;Michel;;Jamai Ado Jan;'S-GRAVENHAGE;25-03-2005;25708;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;100A184;School voor ICT;N;488;REGIO 28;;;100X756;2612CA;5;;Mbo2 opleidingen;1;;26.0;;;;;2221MR;DELFT;202305
27GZ;ROC Mondriaan;202305;387340594;Santen;El;Mark-Jan;TEYLINGEN;24-04-2002;23107;Allround timmerman;BBL;;J;;27GZ;ROC Mondriaan;100A172;International Hotel and Management School;N;1551;REGIO 28;;;100X746;2512ER;9;;Mbo3 opleidingen;A2;Koraal;93.0;;;;;2492NS;SCHIEDAM;202305
27GZ;ROC Mondriaan;202305;646991427;Dongen;;Bilal;'S-GRAVENHAGE;30-03-2002;25794;Helpende Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;100A198;VAVO Haaglanden;N;559;REGIO 28;;;111X981;2521DB;45;;Mbo4 opleidingen;2;Hilversumsestraat;21.0;;;;;2562VE;WATERINGEN;202305
27GZ;ROC Mondriaan;202305;417583852;Lispet;El;Jaydah;BERG EN DAL;01-11-2001;25296;Vavo Atheneum Nieuw Profiel Natuur en Gezondheid;BBL;;J;;27GZ;ROC Mondriaan;100A179;School voor Autotechniek en Mobiliteit;N;605;REGIO 29;;;100X746;2627BK;31;;Mbo2 opleidingen;1;Reaumurstraat;;;;;;2273GE;NAALDWIJK;202305
27GZ;ROC Mondriaan;202305;555605399;Berg;;Ruben;'S-GRAVENHAGE;07-02-2004;25324;Handhaver toezicht en veiligheid;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Orde & Veiligheid;N;482;REGIO 28;;;100X753;2491BE;6;;Mbo4 opleidingen;3;Koningstraat;129.0;;;;;2583JE;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;265707018;Kasteleyn;;Domenique;THOLEN;12-10-2003;25198;Leidinggevende international hospitality;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Business support;N;1765;REGIO 28;;;100X757;2544AH;18;;Mbo4 opleidingen;1;Koopmans van Boekerenstr;404.0;A;;;;2524RW;WATERINGEN;202305
27GZ;ROC Mondriaan;202305;423087831;Homan;van;Jaimy;PIJNACKER-NOOTDORP;14-07-2004;25242;Pedagogisch medewerker kinderopvang;BBL;;J;;27GZ;ROC Mondriaan;100A172;School voor Toerisme en Recreatie;N;1733;REGIO 28;;;100X753;2544AH;14;;Mbo4 opleidingen;1;Annie Foorestraat;57.0;A;;;;2572JA;ZOETERMEER;202305
27GZ;ROC Mondriaan;202305;460877934;Lips;;Mohamed;ZOETERMEER;12-10-2005;25675;Medewerker secretariaat en receptie;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Zorg en Welzijn Leiden;N;487;REGIO 28;;;100X755;2521DB;6;;Mbo4 opleidingen;1;Middelgraaflaan;112.0;;;;;2574XD;DELFT;202305
27GZ;ROC Mondriaan;202305;549349846;Tiangnga;;Ceylan Suraya Döne;ZOETERMEER;07-04-2005;25252;Vavo Atheneum Zonder Profiel;BOL;;J;;27GZ;ROC Mondriaan;100A182;School voor Gezondheidszorg Den Haag;N;494;REGIO 26;;;111X981;2521DB;16;;Mbo4 opleidingen;3;Praagsingel;154.0;;;;;2623NZ;VLAARDINGEN;202305
27GZ;ROC Mondriaan;202305;399252754;Rockx;;Jour-Delyona Delgelly Genesis;WESTLAND;28-09-2003;5121;Basis technicus voertuigen en mobiele werktuigen;BOL;;J;;27GZ;ROC Mondriaan;100A191;VAVO Haaglanden;N;1396;REGIO 28;;;100X756;2493WN;7;;Mbo4 opleidingen;1;Smaragd;17.0;;;;;2411MR;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;637898669;Vogel;;Sophia Maria;'S-GRAVENHAGE;13-03-2000;25355;Fashion Designer;BOL;;J;;27GZ;ROC Mondriaan;101A729;VAVO Haaglanden;N;555;REGIO 28;;;100X753;2493WN;17;;Mbo4 opleidingen;3;Trekweg;27.0;;;;;2587SZ;ZOETERMEER;202305
27GZ;ROC Mondriaan;202305;230806042;Ferdinand;El;Kim;'S-GRAVENHAGE;01-11-2003;25269;Allround Schoonheidsspecialist;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Gezondheidszorg Den Haag;N;490;REGIO 28;;;100X753;2521DB;7;;Mbo4 opleidingen;2;Koekamp;111.0;;;;;2283GT;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;719382968;Keijenberg;El;Joyce Cornelia;NISSEWAARD;05-03-2004;25176;Vavo Gymnasium Nieuw Profiel Natuur en Gezondheid;BBL;;J;;27GZ;ROC Mondriaan;100A172;School voor Entreeopleidingen;N;503;REGIO 35;;;100X753;2595GA;71;;Mbo2 opleidingen;2;Praamkade;944.0;;;BN;;2685RB;ALMERE;202305
27GZ;ROC Mondriaan;202305;304930451;Ouso;;Jureau Alexander;'S-GRAVENHAGE;03-03-2003;6108;Juridisch-administratief dienstverlener;BOL;;J;;27GZ;ROC Mondriaan;100A189;International Hotel and Management School;N;500;REGIO 28;;;100X747;2627BK;69;;Mbo3 opleidingen;1;Sasboutstraat;16.0;;;;;2163BC;Voorburg;202305
27GZ;ROC Mondriaan;202305;688505549;Ramdajal;;Merlin Shyukryu;'S-GRAVENHAGE;22-01-2005;25356;Vavo Atheneum Zonder Profiel;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Pedagogische en Sociale beroepen;N;1699;REGIO 28;;;100X751;2544ED;28;;Mbo2 opleidingen;1;Merschpad;27.0;;;;;2498BT;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;887522784;Post;;Tarianna Leaticia;'S-GRAVENHAGE;15-03-2004;6208;Coördinator beveiliging;BOL;;J;;27GZ;ROC Mondriaan;100A190;School voor Economie en Juridische beroepen;N;493;REGIO 28;;;111X981;2612CA;43;;Mbo4 opleidingen;1;Bram Frosstraat;110.0;;;;;2544SX;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;759341618;Baak;El;Raul;'S-GRAVENHAGE;26-04-2003;25652;Allround Schoonheidsspecialist;BOL;;J;;27GZ;ROC Mondriaan;101A729;International Hotel and Management School;N;497;REGIO 28;;;100X746;2612CA;15;;Mbo2 opleidingen;1;Lyonnetstraat;8.0;a;;02;;2625KW;NOOTDORP;202305
27GZ;ROC Mondriaan;202305;341668309;Ham;;Wendeline Faustina Maria;DELFT;02-12-2004;25324;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A172;International Hotel and Management School;N;481;REGIO 28;;;100X755;2544ED;7;;Mbo4 opleidingen;1;Oranje-Nassauplein;423.0;;;;;2542EL;VOORBURG;202305
27GZ;ROC Mondriaan;202305;744137929;Rijn;;Olivier;DELFT;17-01-2004;25712;Vavo Havo Nieuw Profiel Natuur en Gezondheid;BOL;;J;;27GZ;ROC Mondriaan;100A174;School voor Lifestyle, Sport en Bewegen;N;512;REGIO 28;;;100X755;2493WN;7;;HAVO/VWO bovenbouw;A1;Goudvinklaan;125.0;;;82;;2544XW;PIJNACKER;202305
27GZ;ROC Mondriaan;202305;712466089;Meurink;El;Kimberly;SCHIEDAM;27-10-2003;23358;Aankomend medewerker grondoptreden;BBL;;J;;27GZ;ROC Mondriaan;100A192;International Hotel and Management School;N;1793;REGIO 28;;;100X758;2612CA;46;;Mbo3 opleidingen;1;Houtrustweg;256.0;;;99;;2521VT;POELDIJK;202305
27GZ;ROC Mondriaan;202305;964866293;Kara;;Levi;WOERDEN;14-11-2005;25269;Retailmedewerker;;;J;;27GZ;ROC Mondriaan;100A177;School voor Zorg en Welzijn Delft;N;587;REGIO 26;;;100X750;2595GA;330;;HAVO/VWO bovenbouw;1;Wippolderstraat;25.0;;;;;2274JC;VOORSCHOTEN;202305
27GZ;ROC Mondriaan;202305;368730299;Overduin;;Lenny;'S-GRAVENHAGE;06-07-2005;25376;Mbo- Verpleegkunde;BBL;;J;;27GZ;ROC Mondriaan;100A189;VAVO Haaglanden;N;1652;REGIO 28;;;100X750;2493WN;5;;Mbo3 opleidingen;1;Jan ten Brinkstraat;49.0;;;;;2631NR;'S-GRAVENHAGE;202305
27GZ;ROC Mondriaan;202305;227375279;Fargougui;van der;Safith Rithik Jagdies;ZOETERMEER;23-07-2006;25678;Assistent verkoop/retail;BBL;;J;;27GZ;ROC Mondriaan;100A181;School voor Business support;N;503;REGIO 28;;;100X753;2521DB;35;;Mbo1 opleidingen;A2;Costerusstraat;126.0;;;;;2572PG;'S-GRAVENZANDE;202305
27GZ;ROC Mondriaan;202305;719703338;Goudzwaard;;Nova;'S-GRAVENHAGE;27-10-2003;25248;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Maatschappelijke zorg en Verzorgende;N;470;REGIO 28;;;100X758;2544ED;5;;HAVO/VWO bovenbouw;1;Loosduinsekade;42.0;;;;;2741KP;DELFT;202305
