#BURGERSERVICENUMMER;ONDERWIJSNUMMER;GEBOORTEDATUM;GESLACHT;ACHTERNAAM;VOORVOEGSEL;VOORNAMEN;POSTCODE_CIJFERS;RMC_REGIO;RMC_REGIO_NAAM;GEMCODE;GEMEENTENAAM;BRIN;BRIN_VOLGNR;BRIN_VEST_NAAM;NIVEAU;ONDERWIJSSOORT;CREBO;CREBO_OMSCHRIJVING;ONDERWIJSAANBIEDER_CODE;ONDERWIJSAANBIEDER_NAAM;ONDERWIJSLOCATIE_CODE;ONDERWIJSLOCATIE_STRAATNAAM;ONDERWIJSLOCATIE_HUISNUMMER;ONDERWIJSLOCATIE_HUISNUMMER_TOEVOEGING;ONDERWIJSLOCATIE_POSTCODE;ONDERWIJSLOCATIE_PLAATSNAAM
582769737;582769737;07-05-2002;M;Wijsman;;Niek;3137;REGIO 26;;514;HAARLEM;27GZ;27GZ;;Mbo3 opleidingen;BOL;23137;Technisch Specialist Personenauto's;101A729;School voor Economie en Juridische beroepen;;Haveltestraat;134.0;;3137LC;NAALDWIJK
980212809;980212809;01-01-2004;V;Asili;;Lars Ide;2573;REGIO 28;;492;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;6916;Kok;100A175;School voor Orde & Veiligheid;;Kompasstraat;61.0;;2573LG;ALPHEN AAN DEN RIJN
136764493;136764493;23-02-2004;V;Berg;;Inci;2161;REGIO 28;;486;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25227;Haarverzorging;100A189;School voor Maatschappelijke zorg en Verzorgende;;Oosterzijde;94.0;;2161TH;'S-GRAVENHAGE
814275661;814275661;19-11-2004;V;Sarikaya;;Omar;2526;REGIO 28;;62;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25639;Beveiliger;100A188;School voor Zorg en Welzijn Den Haag;;Jacob Schorerlaan;71.0;;2526WS;ZOETERMEER
866376786;866376786;01-01-2002;V;Baryagabr;;Hilary;2496;REGIO 41;;578;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25617;Helpende Zorg en Welzijn;100A177;School voor Pedagogische en Sociale beroepen;;Trapveld;453.0;;2496MB;
816045139;816045139;05-12-2003;M;Bom;;Boen;2526;REGIO 28;;488;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25346;Helpende Zorg en Welzijn;100A187;School voor Zorg en Welzijn Delft;;Loosduinseweg;146.0;;2526RB;'S-GRAVENHAGE
872471642;872471642;10-12-2002;M;Ayik;;Sellam;2553;REGIO 28;;34;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25318;Medewerker (financiële) administratie;101A729;School voor Entreeopleidingen;;Nieuwewater;23.0;;2553NK;DELFT
729472091;729472091;12-12-2003;V;Grieken;El;Johannes Adrianus;2642;REGIO 18;;1610;LEIDEN;27GZ;27GZ;;Mbo2 opleidingen;BBL;5399;Gespecialiseerd kok;100A173;School voor Zorg en Welzijn Leiden;;Terpmeent;94.0;;2642KH;TER AAR
853957723;853957723;11-10-2004;M;Lakhisaran;van;Bryan;2524;REGIO 26;;589;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25336;Assistant Business Services;100A178;School voor Pedagogische en Sociale beroepen;;Nieuweweg;25.0;;2524BB;LISSE
697228382;697228382;20-05-2004;M;Gül;van;Luca;3028;REGIO 28;;492;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25582;Vavo Havo Nieuw Profiel Natuur en Gezondheid;100A172;School voor Metaal-, Elektro- en installatietechniek;;Bevelandsestraat;308.0;;3028AH;'S-GRAVENHAGE
830889055;830889055;05-10-2006;M;Adiam Kubrom Bizen;van der;Rob Johannes Petrus;2691;REGIO 29;;1751;WADDINXVEEN;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25616;Business Administration & Control Specialist;100A182;School voor Technologie en Engineering;;;139.0;;2691MD;ZOETERMEER
633920608;633920608;28-09-2005;V;Brauers;;Emre;2285;REGIO 28;;1625;MAASSLUIS;27GZ;27GZ;;Mbo2 opleidingen;BBL;25272;Timmerman;101A729;School voor Zorg en Welzijn Westland;;Houtrustweg;78.0;;2285HX;VOORBURG
345168995;345168995;24-06-2006;V;Imrak;de;Abdullah Alawi Abdulqawi Saleh;2284;REGIO 28;;570;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BBL;25748;Basis technicus voertuigen en mobiele werktuigen;101A783;International Hotel and Management School;;Borndiep;14.0;;2284VT;LEIDSCHENDAM
915856485;915856485;13-07-2006;M;Guijt;;Humaira;2526;REGIO 28;;1472;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25277;Mbo-Verpleegkundige;100A188;School voor Toerisme en Recreatie;;Fabritiusstraat;240.0;;2526CP;DELFGAUW
531160167;531160167;05-06-2004;V;Güzel;;Mustaf Ali;2548;REGIO 26;;1779;DELFT;27GZ;27GZ;;Mbo2 opleidingen;BOL;25275;Monteur elektrotechnische installaties;100A179;International Hotel and Management School;;Hulshorststraat;12.0;;2548VM;HONSELERSDIJK
967007336;967007336;21-01-2004;V;Heijer;van;Zekiye Berçem;2291;REGIO 28;;495;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25303;Onderwijsassistent;100A173;School voor Gezondheidszorg Den Haag;;Gerard Doustraat;189.0;;2291ZP;'S-GRAVENHAGE
394779753;394779753;13-08-2004;M;Sharma;;Raul;2574;REGIO 28;;1737;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;BOL;25620;Sociaal werker;100A192;VAVO Haaglanden;;Bizetstraat;443.0;;2574TV;
391568491;391568491;30-08-2002;V;Windster;;Ryan Armand Radjkoemar;2681;REGIO 28;;1751;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25678;Retailmedewerker;101A729;School voor Business support;;Charley Tooroplaan;58.0;;2681EK;'S-GRAVENHAGE
939154539;939154539;21-10-2004;V;Malfi;El;David;2585;REGIO 28;;1788;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25357;Basis technicus voertuigen en mobiele werktuigen;100A178;School voor Metaal-, Elektro- en installatietechniek;;Van Almondestraat;141.0;;2585XT;Beverwijk
874404973;874404973;28-11-2004;M;Henson;;Rosalie;2548;REGIO 28;;1690;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25782;Software developer;100A184;School voor Retail en Logistiek Delft;;Witbankstraat;124.0;;2548AE;'S-GRAVENHAGE
126770292;126770292;07-12-1999;M;Pelaez Triana;;Jeppe Genghis Jaromir;2728;REGIO 28;;350;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo2 opleidingen;BOL;6671;Mbo-Verpleegkundige;100A187;School voor Zorg en Welzijn Leiden;;Jacob Marisstraat;525.0;;2728PA;ZEVENAAR
427646073;427646073;21-10-2002;V;Bakker;;Ishwer Sven;2531;REGIO 28;;505;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo4 opleidingen;;25293;Marketing & Communication Specialist;100A198;School voor Lifestyle, Sport en Bewegen;;Berlijnstraat;29.0;;2531EM;'S-GRAVENHAGE
283073658;283073658;30-03-2005;V;Kok;;Rachel;2676;REGIO 28;;493;DELFT;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25209;Sport- en bewegingsleider;100A172;School voor Zorg en Welzijn Leiden;;Zonneoord;21.0;;2676TB;SCHIEDAM
414571642;414571642;13-03-2006;V;Hoek;;Chaimae;2691;REGIO 28;;1642;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25478;Verzorgende-IG;100A188;School voor Toerisme en Recreatie;;Nieuwe Tuinen;28.0;;2691GD;
670719100;670719100;24-08-2005;M;Çikaray;;Hazar;2561;REGIO 26;;567;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25654;Technicus mechatronica systemen;100A174;School voor Orde & Veiligheid;;Abdis Gijsbertastraat;374.0;;2561EE;Zoetermeer
968907899;968907899;17-09-2003;M;Alberto;;Lizelotte Madeleine;3151;REGIO 27;;505;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;EX;25223;Technicus elektrotechnische installaties woning en utiliteit;100A191;School voor Economie en Juridische beroepen;;Voorweg;74.0;;3151PT;SCHOONHOVEN
276290688;276290688;08-03-2005;V;Schaap;;Senon;2548;REGIO 28;;1738;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25100;Leidinggevende travel & hospitality;100A192;School voor Retail en Logistiek Delft;;Vulcanusweg;32.0;;2548TS;'s-Gravenhage
771742849;771742849;01-07-2001;V;Akchich;;Aleyna;2622;REGIO 28;;493;CAPELLE AAN DEN IJSSEL;27GZ;27GZ;;Mbo4 opleidingen;BOL;25382;Vavo Havo voorexamenklas;100A182;School voor Pedagogische en Sociale beroepen;;Robert Kochplaats;160.0;;2622PA;'S-GRAVENHAGE
433675392;433675392;07-08-2003;V;Steinz;;Ruben;2315;REGIO 28;;489;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25321;Persoonlijk begeleider maatschappelijke zorg;100A172;School voor Zorg en Welzijn Delft;;Rijswijkseweg;26.0;;2315HA;'S-GRAVENHAGE
889707649;889707649;16-08-2003;V;Kurabi;;Sabrine;2641;REGIO 28;;598;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25194;Medewerker (financiële) administratie;101A729;School voor ICT;;Haverkamp;137.0;;2641RH;DELFGAUW
463002762;463002762;10-08-2005;M;Smit;;Remon Aad Donny;2232;REGIO 28;;515;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25521;Financieel administratieve beroepen;100A179;School voor Maatschappelijke zorg en Verzorgende;;Albert Verweylaan;;;2232AP;WATERINGEN
985619597;985619597;21-10-2004;V;Jharap;;Aryan Shreyas;2552;REGIO 26;;611;WESTLAND;27GZ;27GZ;;Mbo1 opleidingen;BBL;25601;Basismedewerker fashion;101A729;School voor ICT;;Scheepensstraat;136.0;;2552KE;Ridderkerk
783965329;783965329;24-04-2005;M;Boom;van;Samantha;2636;REGIO 28;;215;HILLEGOM;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25219;Manager/ondernemer horeca;100A172;School voor Zorg en Welzijn Delft;;Brederolaan;19.0;;2636EG;'S-GRAVENHAGE
471162002;471162002;03-04-2003;M;Eman;van;Nishani Ishaya;2544;REGIO 28;;494;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;5121;Sociaal werker;101A783;School voor ICT;;Strijp;116.0;;2544TV;'S-GRAVENHAGE
146234520;146234520;10-09-2001;M;Çelik;;Maryam;2548;REGIO 28;;485;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25598;Leidinggevende travel & hospitality;100A180;School voor Maatschappelijke zorg en Verzorgende;;;70.0;;2548ZT;'S-GRAVENHAGE
522017945;522017945;04-03-2003;V;Reijnders;;Matthijs;2497;REGIO 28;;479;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25695;Medewerker human resource management (HRM);100A172;School voor Toerisme en Recreatie;;Nijkampvaart;24.0;;2497NC;'S-GRAVENHAGE
848387227;848387227;16-04-2002;M;Meer;;Sara;2551;REGIO 28;;1660;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25215;Verzorgende-IG;100A172;School voor Economie en Juridische beroepen;;;22.0;;2551XX;DELFT
548461730;548461730;02-10-2003;M;Oudshoorn;;Bram;2564;REGIO 27;;495;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25216;Timmerman;101A729;School voor Lifestyle, Sport en Bewegen;;Exloostraat;399.0;;2564HB;'S-GRAVENZANDE
684088484;684088484;29-04-2003;V;Krijgsman;;Quinn Jeremiah;2215;REGIO 28;;1862;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25269;Monteur mechatronica;100A191;School voor Entreeopleidingen;;Paardenburg;130.0;;2215TB;MAASSLUIS
784260262;784260262;10-04-2003;V;Trigt;;Tuoi;2671;REGIO 28;;1700;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25352;Coördinator sport- en bewegingsagogie;100A189;School voor Gezondheidszorg Den Haag;;Thorbeckelaan;17.0;;2671LN;'S-GRAVENHAGE
515988647;515988647;07-11-2004;M;Visser;;Baris;2681;REGIO 28;;477;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25645;Mbo- Verpleegkunde;100A172;School voor Gezondheidszorg Den Haag;;Moerweg;21.0;;2681LV;'S-GRAVENHAGE
906550442;906550442;12-05-2006;V;Heuvel;;Yassine;2287;REGIO 28;;1688;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25282;Mbo-Verpleegkundige;100A198;School voor Zorg en Welzijn Westland;;;32.0;;2287AJ;'S-GRAVENHAGE
707910827;707910827;16-02-2006;M;Peñafiel Olaya;;Shaqycia Guraynie;2613;REGIO 28;;1661;GOUDA;27GZ;27GZ;;Mbo4 opleidingen;BBL;25384;Monteur elektrotechnische installaties;100A176;School voor Gezondheidszorg Den Haag;;De la Reyweg;32.0;;2613BD;'S-GRAVENHAGE
541613226;541613226;11-10-2005;M;Burger;de la;Bram;2545;REGIO 28;;514;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;5430;Bedrijfsadministrateur;100A177;School voor Zorg en Welzijn Leiden;;;79.0;;2545XV;
944823469;944823469;03-07-2002;M;Ajodhia;van de;Isa;2571;REGIO 28;;204;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25348;Meewerkend horeca ondernemer;101A783;School voor Gezondheidszorg Den Haag;;Niek Engelschmanpark;247.0;;2571PS;'S-GRAVENHAGE
828759218;828759218;17-02-2003;M;Martina;;Chinouk;2624;REGIO 26;;492;GOUDA;27GZ;27GZ;;Mbo1 opleidingen;BOL;25331;Apothekersassistent;100A175;Beauty, Hair & Fashion;;Secr Varkevisserstraat;38.0;;2624CD;DE LIER
269016247;269016247;27-10-2005;M;Hughs;;Lilly;2493;REGIO 28;;507;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25151;Technisch Leidinggevende;100A179;School voor Zorg en Welzijn Den Haag;;Pieter de Hooghstraat;426.0;;2493XA;HONSELERSDIJK
645061816;645061816;24-06-2006;V;Yilmaz;van;Ömer;2541;REGIO 29;;510;SCHIEDAM;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25153;Retailmedewerker;100A177;School voor Pedagogische en Sociale beroepen;;Piet Krollaan;12.0;;2541AS;ZOETERMEER
423091387;423091387;24-08-2001;V;Wachtmeester;van der;Thijs Thijmen;2524;REGIO 26;;1787;TEYLINGEN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25121;Pedagogisch medewerker kinderopvang;100A172;VAVO Haaglanden;;Neogotiekhof;31.0;;2524VL;'S-GRAVENHAGE
522443964;522443964;18-07-2006;V;Braga Tavares;;Hamza;2515;REGIO 28;;521;BERG EN DAL;27GZ;27GZ;;Mbo3 opleidingen;BBL;25228;Juridisch-administratief dienstverlener;100A177;School voor Economie en Juridische beroepen;;Charlotte Jacobslaan;224.0;;2515RS;TILBURG
348740797;348740797;17-04-2004;V;Bakker;van;Shraddha Ishani;2516;REGIO 26;;1800;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;23202;Autotechnicus;101A783;School voor Zorg en Welzijn Delft;;Wingerd;132.0;;2516KA;DE LIER
826432704;826432704;05-01-2001;V;Sufi;;Lilly;2498;REGIO 28;;503;KAAG EN BRAASSEM;27GZ;27GZ;;Mbo3 opleidingen;BOL;25589;Tegelzetter;101A729;School voor Zorg en Welzijn Westland;;Maanplein;27.0;;2498EH;Berkel en Rodenrijs
682679491;682679491;24-06-2004;M;Hoorn;;Qusai;2524;REGIO 26;;543;KATWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25188;Gastheer/-vrouw;101A729;School voor Metaal-, Elektro- en installatietechniek;;Meent;16.0;;2524KL;LEIDEN
178937031;178937031;28-07-2005;V;Nanan;;Jill;2525;REGIO 28;;1806;RIJSWIJK;27GZ;27GZ;;Mbo3 opleidingen;BOL;25188;Marketing & Communication Specialist;100A177;School voor Zorg en Welzijn Westland;;Burg van Duyvendijklaan;148.0;;2525KE;PIJNACKER
366697672;366697672;16-05-2004;M;Hoogenboom;;Djordy Joey;2161;REGIO 28;;485;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25231;Manager/ondernemer horeca;100A172;International Hotel and Management School;;Bunschotensestraat;31.0;;2161XP;ZOETERMEER
441801929;441801929;22-06-2006;V;Kamińska;van der;Joanne Cathy;2492;REGIO 34;;508;ALKMAAR;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;23155;Leidinggevende leisure & hospitality;100A192;School voor Economie en Juridische beroepen;;Prins Alexanderlaan;1422.0;;2492VS;RIDDERKERK
483155145;483155145;07-12-2005;M;Spaans;;Ilknur;2718;REGIO 28;;498;ZOETERMEER;27GZ;27GZ;;Mbo2 opleidingen;BOL;25330;Technicus engineering;100A184;School voor Metaal-, Elektro- en installatietechniek;;Aletta Jacobsstraat;31.0;;2718NM;'S-GRAVENHAGE
276094153;276094153;15-12-2003;V;Geene;;Meagan Marie Bryanne;2642;REGIO 28;;508;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25579;Software developer;100A191;School voor Zorg en Welzijn Leiden;;Frans Halsstraat;16.0;;2642KH;RHOON
128834764;128834764;06-01-2005;V;Heskes;;Sjoerd;2525;REGIO 29;;595;DELFT;27GZ;27GZ;;Mbo4 opleidingen;EX;25222;Doktersassistent;100A178;School voor Gezondheidszorg Den Haag;;Verwersdijk;115.0;;2525ZB;WASSENAAR
825547981;825547981;10-04-2003;V;Said;;Ilayda Kiymet;2665;REGIO 29;;586;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25654;Timmerman;100A177;Beauty, Hair & Fashion;;Henri Dunantlaan;127.0;;2665HS;'S-GRAVENHAGE
429907152;429907152;22-06-2004;M;Reijs;de;Amina;2286;REGIO 26;;519;BREDA;27GZ;27GZ;;Mbo2 opleidingen;;25624;Sport- en bewegingsleider;101A729;School voor Metaal-, Elektro- en installatietechniek;;Smaragdhorst;474.0;;2286XA;Wassenaar
730356952;730356952;28-09-2004;V;Kegge;;Lex Anton;2553;REGIO 28;;506;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25643;Retailmedewerker;100A196;School voor Maatschappelijke zorg en Verzorgende;;Oranjelaan;26.0;;2553HR;RIJSWIJK ZH
521919705;521919705;29-09-2003;M;Rijswijk;;Romano Ryan;2291;REGIO 28;;512;DELFT;27GZ;27GZ;;Mbo2 opleidingen;BOL;25242;Begeleider specifieke doelgroepen;100A196;School voor Zorg en Welzijn Leiden;;Koningin Julianalaan;98.0;;2291ET;Haarlem
159046874;159046874;19-07-2003;M;Mohamed;;Maryam;2553;REGIO 28;;477;ALPHEN AAN DEN RIJN;27GZ;27GZ;;Mbo4 opleidingen;BBL;25633;Mbo- Verpleegkunde;100A190;School voor ICT;;Nieuwe Molstraat;36.0;;2553DS;WATERINGEN
985947355;985947355;27-12-2002;M;Statie;;Banjarat;2525;REGIO 28;;1733;ZOETERWOUDE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25277;Verzorgende-IG;100A184;School voor ICT;;Hoefweg;16.0;;2525CL;PIJNACKER
999906526;999906526;24-08-2001;M;Benhajar;;Mohamed;2673;REGIO 28;;484;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25782;Handhaver toezicht en veiligheid;101A729;School voor Zorg en Welzijn Delft;;Strijplaan;39.0;;2673CE;'S-GRAVENHAGE
413031646;413031646;19-12-2003;M;Akalai;;Sem Leonard Jean;2551;REGIO 28;;483;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25356;Haarverzorging;100A186;School voor Retail en Logistiek Delft;;Stortenbekerstraat;118.0;;2551SP;PIJNACKER
344186081;344186081;22-11-2003;V;Rahmani;;Jayden Daan;2493;REGIO 18;;509;RIJSWIJK;27GZ;27GZ;;Mbo1 opleidingen;BOL;25222;Vavo Havo Nieuw Profiel Economie en Maatschappij;100A195;School voor Autotechniek en Mobiliteit;;Veluweplein;14.0;;2493XN;BERKEL EN RODENRIJS
351591650;351591650;24-05-2002;V;Yilmaz;;Shreya Pooja;2643;REGIO 27;;492;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25468;Apothekersassistent;100A172;School voor Autotechniek en Mobiliteit;;Multatuliweg;;;2643KG;'S-GRAVENHAGE
873880804;873880804;28-04-2002;V;Setoe;;Abdulai Gibril;2262;REGIO 28;;1675;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25243;Leidinggevende travel & hospitality;101A729;School voor Maatschappelijke zorg en Verzorgende;;'s-Gravenzandelaan;18.0;;2262VL;'S-GRAVENHAGE
173006055;173006055;25-07-2000;V;Karamali;;Behrend Julius;3204;REGIO 28;;601;DELFT;27GZ;27GZ;;Mbo3 opleidingen;BOL;6287;Logistiek supervisor;100A173;School voor Lifestyle, Sport en Bewegen;;Piersonstraat;23.0;;3204EM;VOORBURG
825416936;825416936;27-09-2004;M;Salah El Din;van;Winay;2719;REGIO 26;;1807;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25618;Fashion;100A182;Beauty, Hair & Fashion;;Maartensdijklaan;16.0;;2719CA;KATWIJK ZH
734977258;734977258;10-12-2001;M;Lagadeau;;Brent;2721;REGIO 29;;593;LEIDEN;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25698;Manager retail;100A178;BAS;;Medemblikstraat;115.0;;2721HD;ZOETERMEER
632151276;632151276;03-08-2004;V;Haas;;Rachel;2497;REGIO 28;;1709;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo2 opleidingen;;25681;Expert IT systems and devices;101A729;School voor Maatschappelijke zorg en Verzorgende;;Architect v Lieflandstr;29.0;;2497WE;DELFT
561175788;561175788;11-05-2003;V;Dijk;van der;Ryan;2211;REGIO 28;;493;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25643;Schoonheidsverzorging;100A192;School voor Lifestyle, Sport en Bewegen;;Emmastraat;26.0;;2211GP;
249552111;249552111;05-05-2003;V;Yordanos Teklit Kahsay;El;Zerda;2286;REGIO 28;;1755;ALBRANDSWAARD;27GZ;27GZ;;Mbo4 opleidingen;BBL;25719;Aankomend onderofficier grondoptreden;100A179;School voor Entreeopleidingen;;Schalk Burgerstraat;65.0;;2286NA;Voorburg
724229364;724229364;23-11-2001;M;Boubkari;van;Merijn Edward;2521;REGIO 28;;1653;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25399;Begeleider specifieke doelgroepen;101A783;VAVO Haaglanden;;Bilderdijkstraat;286.0;;2521CA;'S-GRAVENHAGE
172252406;172252406;29-05-2002;V;El-Satieha;;Mees Frits Jacob;2531;REGIO 29;;1706;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25646;Pedagogisch medewerker kinderopvang;100A198;School voor Zorg en Welzijn Leiden;;Beiaardierlaan;131.0;;2531EM;'S-GRAVENHAGE
290512118;290512118;09-06-2004;V;Blaauw;;Fabiënne;2727;REGIO 28;;1744;ROTTERDAM;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25130;Manager/ondernemer horeca;100A172;School voor Bouw en Infra;;Steenwijklaan;149.0;;2727GM;'S-GRAVENHAGE
666033402;666033402;23-03-2004;V;Shaltout;;Luca;2586;REGIO 28;;1672;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25324;Mbo- Verpleegkunde;100A179;International Hotel and Management School;;Leidseweg;135.0;;2586ST;'S-GRAVENHAGE
628317436;628317436;03-04-2005;M;Haan;;Thijs;2543;REGIO 28;;500;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25551;Coördinator buurt, onderwijs en sport;100A174;School voor Zorg en Welzijn Den Haag;;Erasmusweg;50.0;;2543SP;
211606782;211606782;31-03-2002;M;Schaap;;Bjorn;2651;REGIO 28;;484;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25307;Coördinator sport, bewegen en gezondheid;100A177;School voor Economie en Juridische beroepen;;Marga Klompélaan;464.0;;2651NJ;WATERINGEN
655121663;655121663;08-09-2004;V;Akbari;;Dominik;2526;REGIO 26;;493;WESTLAND;27GZ;27GZ;;Mbo3 opleidingen;BOL;25264;Helpende Zorg en Welzijn;101A729;VAVO Haaglanden;;Meloenpad;22.0;;2526GA;'S-GRAVENHAGE
900029695;900029695;13-03-2006;M;Hufkens;;Luca;2632;REGIO 26;;573;VELSEN;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25203;Assistent verkoop/retail;100A188;School voor Economie en Juridische beroepen;;Zuringvaart;6.0;;2632DS;HOOGVLIET ROTTERDAM
618093825;618093825;18-01-2005;M;Masoud;;Roos Alida Ina;2515;REGIO 28;;1735;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25261;Legal, Insurance & HR Services Specialist;101A709;School voor Business support;;Aletta Jacobsstraat;20.0;;2515KH;'S-GRAVENHAGE
812571904;812571904;05-12-2005;M;Staak;de;Mcwilliams Awortwi;2496;REGIO 28;;505;ALPHEN AAN DEN RIJN;27GZ;27GZ;;Mbo2 opleidingen;BOL;23151;Junior productmanager fashion;100A172;School voor Autotechniek en Mobiliteit;;Maurickerf;101.0;;2496PH;'s-Gravenhage
730455300;730455300;22-08-2004;M;Moetoer;;Raishrie;2681;REGIO 27;;498;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25357;Vavo Atheneum Nieuw Profiel Natuur en Gezondheid;100A191;School voor Retail en Logistiek Delft;;Arendlaan;125.0;;2681NX;DELFT
646536454;646536454;20-06-2001;M;Duijnisveld;de;Merlin Shyukryu;2562;REGIO 28;;504;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo3 opleidingen;BOL;25690;Manager/ondernemer horeca;100A196;School voor Entreeopleidingen;;De Vlashoven;22.0;;2562PD;PIJNACKER
367877383;367877383;30-09-2003;V;Boutasgont;van;Ashley Diann Arzu;2543;REGIO 29;;506;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;23156;Vavo Havo-Nieuw-Profiel-Natuur en Techniek;100A179;School voor Zorg en Welzijn Westland;;Lehárstraat;119.0;;2543XN;POELDIJK
508681481;508681481;26-07-2004;V;Sovány;van;Cebrail;2563;REGIO 29;;1505;NIJMEGEN;27GZ;27GZ;;Mbo4 opleidingen;;23244;Aankomend onderofficier grondoptreden;101A783;VAVO Haaglanden;;Mijdrechtstraat;395.0;;2563NN;Poeldijk
819027210;819027210;15-04-2004;M;Khan;;Isabel;2515;REGIO 28;;1715;DELFT;27GZ;27GZ;;Mbo3 opleidingen;BOL;25702;Pedagogisch medewerker kinderopvang;100A179;International Hotel and Management School;;Van Beethovenlaan;577.0;;2515PB;ZOETERMEER
