#BURGERSERVICENUMMER;ONDERWIJSNUMMER;GEBOORTEDATUM;GESLACHT;ACHTERNAAM;VOORVOEGSEL;VOORNAMEN;POSTCODE_CIJFERS;RMC_REGIO;RMC_REGIO_NAAM;GEMCODE;GEMEENTENAAM;BRIN;BRIN_VOLGNR;BRIN_VEST_NAAM;NIVEAU;ONDERWIJSSOORT;CREBO;CREBO_OMSCHRIJVING;EXAMEN;IND_BEKOSTIGING;ONDERWIJSAANBIEDER_CODE;ONDERWIJSAANBIEDER_NAAM;ONDERWIJSLOCATIE_CODE;ONDERWIJSLOCATIE_STRAATNAAM;ONDERWIJSLOCATIE_HUISNUMMER;ONDERWIJSLOCATIE_HUISNUMMER_TOEVOEGING;ONDERWIJSLOCATIE_POSTCODE;ONDERWIJSLOCATIE_PLAATSNAAM
929760759;929760759;29-10-2002;V;Chromińska;;Divine Sanjeev;2691;REGIO 28;;592;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25576;Leidinggevende international hospitality;;;100A177;Beauty, Hair & Fashion;;Van Speykstraat;476.0;;2691DL;'S-GRAVENHAGE
481597222;481597222;07-02-2000;V;Stroom;;Lorraine Robine Tonya Ricky;2525;REGIO 28;;504;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo2 opleidingen;BOL;5572;Vavo Atheneum Zonder Profiel;;;100A188;School voor Zorg en Welzijn Leiden;;Hongarenburg;18.0;;2525LL;GOUDA
639567406;639567406;26-07-2005;M;Dijk;;Bastiaan;2263;REGIO 28;;533;LEIDEN;27GZ;27GZ;;Mbo3 opleidingen;BOL;25706;Manager/ondernemer horeca;;;100A186;BAS;;Buenos Aireshof;19.0;;2263CE;'S-GRAVENHAGE
972865482;972865482;06-01-2003;M;Komduur;;Rosanne Francel;;REGIO 28;;1679;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25368;Helpende Zorg en Welzijn;;;100A196;School voor Zorg en Welzijn Leiden;;Hannie Schaftstraat;45.0;;;PIJNACKER
535931758;535931758;27-03-2003;V;Kromosetiko;;Kiara Fay;2711;REGIO 28;;566;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25327;Timmerman;;;100A173;School voor Horeca & Facilitaire dienstverlening;;Waldorpstraat;16.0;;2711DR;OEGSTGEEST
188131273;188131273;18-08-2006;M;Potters;;Hilal;2553;REGIO 28;;1556;GOUDA;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25583;Salonmanager;;;100A179;School voor Autotechniek en Mobiliteit;;Jan ten Brinkstraat;115.0;;2553CM;MOERKAPELLE
393178265;393178265;02-02-2002;M;Rifaq;van;Xue Jing;2517;REGIO 27;;516;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25541;Verzorgende-IG;;;100A179;School voor Zorg en Welzijn Westland;;Albert Schweitzerlaan;46.0;;2517VK;DE LIER
824484022;824484022;31-05-2005;V;Martin Diaz;;Winesh Winai Anand;2583;REGIO 29;;505;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25129;IT systems and devices;;;100A175;School voor Economie Delft;;Johan David Zocherstraat;17.0;;2583PD;DELFT
992259989;992259989;30-04-2005;M;Haasen;;Sena;2541;REGIO 28;;1716;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25643;Manager/ondernemer horeca;;;100A172;School voor Zorg en Welzijn Leiden;;Leidseweg;8.0;;2541EA;'S-GRAVENHAGE
708845125;708845125;13-04-2000;V;Russell;;Yousri;2291;REGIO 26;;1711;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25277;Vavo Havo-Nieuw-Profiel-Natuur en Techniek;;;100A177;School voor Lifestyle, Sport en Bewegen;;Vliestroom;60.0;;2291XR;DELFT
361728682;361728682;07-02-2004;M;Bayfield;;Kimberly Elly;2729;REGIO 28;;480;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25321;Beveiliger 2;;;100A187;International Hotel and Management School;;Prins Clausstraat;33.0;;2729PV;'S-GRAVENHAGE
391962842;391962842;14-04-2002;M;Zaenuddin;;Suus Anne;2496;REGIO 28;;586;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25628;Entree;;;100A186;School voor Maatschappelijke zorg en Verzorgende;;Grevenhout;117.0;;2496LA;BRIELLE
594667842;594667842;30-05-2004;V;Roelfsema;van;Emine Helin;2512;REGIO 26;;1744;VLAARDINGEN;27GZ;27GZ;;Mbo4 opleidingen;BBL;25679;Sociaal werker;;;100A188;School voor Entreeopleidingen;;Boerenstraat;327.0;;2512TK;ZOETERWOUDE
495185815;495185815;14-07-2000;V;Karlsen;el;Bram Johannes;2572;REGIO 28;;1550;KAAG EN BRAASSEM;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;6511;Assistent metaal-, elektro- en installatietechniek;;;100A176;School voor Economie Delft;;Ermelostraat;41.0;;2572TE;BERGEN OP ZOOM
154191478;154191478;18-10-2001;M;Micalco van Rossum;;Youssef;2583;REGIO 28;;580;NIEUWKOOP;27GZ;27GZ;;Mbo2 opleidingen;BBL;25696;Beveiliger 2;;;100A189;School voor Technologie en Engineering;;Kalandermolen;21.0;;2583GS;RIJSWIJK ZH
468376890;468376890;20-03-2006;M;Nanan;;Chalyce Michelle;2262;REGIO 28;;481;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25255;Sociaal werker;;;100A192;School voor ICT;;Jan Luykenlaan;120.0;;2262VL;'S-GRAVENHAGE
174551728;174551728;04-06-2001;M;Stelk;;Sem;2721;REGIO 28;;569;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25414;Technicus engineering;;;100A174;School voor Zorg en Welzijn Den Haag;;Mesdagstraat;749.0;;2721GR;DELFT
617941863;617941863;31-03-2002;V;Grimbergen;;Salma;2692;REGIO 28;;487;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25366;Pedagogisch medewerker kinderopvang;;;101A783;School voor Bouw en Infra;;Steijnlaan;28.0;;2692CG;'S-GRAVENHAGE
506446017;506446017;15-02-2004;V;Spaans;;Damian Steven;2551;REGIO 37;;510;WADDINXVEEN;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25650;Specialist transport en logistiek;;;100A182;School voor Maatschappelijke zorg en Verzorgende;;Schouwensestraat;100.0;;2551NV;NAALDWIJK
392260553;392260553;05-06-2005;V;Khanfour;;Humaira;2583;REGIO 28;;558;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25281;Vavo Havo Nieuw Profiel Economie en Maatschappij;;;100A184;School voor Economie en Juridische beroepen;;Muskaat;393.0;;2583BT;GOES
276918517;276918517;21-01-2004;M;Heiden;;Kim Alida;2526;REGIO 28;;497;CAPELLE AAN DEN IJSSEL;27GZ;27GZ;;Mbo4 opleidingen;BOL;25232;Sociaal werker;;;100A177;Beauty, Hair & Fashion;;Chicagostraat;397.0;;2526HB;'S-GRAVENHAGE
398374129;398374129;13-04-2003;M;Wolf;;Imad;2681;REGIO 28;;486;VLAARDINGEN;27GZ;27GZ;;Mbo4 opleidingen;BBL;25435;Zelfstandig werkend gastheer/-vrouw;;;101A783;School voor Autotechniek en Mobiliteit;;François Valentijnstraat;123.0;;2681LX;LEIDEN
104121425;104121425;20-06-2003;M;Verhagen;;Cas Adrianus Marinus;2718;REGIO 28;;1711;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25310;Begeleider specifieke doelgroepen;;;100A178;School voor Technologie en Engineering;;Veenzoom;;;2718CT;'S-GRAVENHAGE
973553904;973553904;28-06-2002;V;Ham;;Merlijn Henk;2552;REGIO 28;;485;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25277;Gespecialiseerd pedagogisch medewerker;;;100A188;School voor Autotechniek en Mobiliteit;;Oranjelaan;17.0;;2552LN;'S-GRAVENHAGE
649111257;649111257;09-11-2002;V;Martis;van der;Fatima;2548;REGIO 10;;1789;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BBL;25314;Medewerker (financiële) administratie;;;100A181;School voor Gezondheidszorg Den Haag;;Prinses Irenelaan;321.0;;2548HL;STOLWIJK
880450808;880450808;06-05-2001;M;Curiel;;Keane Jayden;2565;REGIO 28;;1719;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25249;Meewerkend horeca ondernemer;;;100A190;School voor Gezondheidszorg Den Haag;;Muijhof;15.0;;2565NT;'S-GRAVENHAGE
510359235;510359235;19-03-2006;V;Jadoenath;;Daphne Leonie;2543;REGIO 28;;1698;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25222;Basis technicus voertuigen en mobiele werktuigen;;;100A195;Beauty, Hair & Fashion;;Jan van Gojenstraat;226.0;;2543TB;'S-GRAVENHAGE
702212438;702212438;09-08-2002;V;Schipper;;Nova;2694;REGIO 28;;499;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BOL;25177;Manager retail;;;100A191;VAVO Haaglanden;;Polderpeil;144.0;;2694AP;'S-GRAVENHAGE
837781759;837781759;17-10-2004;V;Polderman;;Jill;2515;REGIO 16;;588;DORDRECHT;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;5481;Vavo Atheneum Zonder Profiel;;;100A192;School voor Gezondheidszorg Den Haag;;Chicagostraat;243.0;;2515KB;DELFT
568827329;568827329;24-07-2004;V;Mohamed;;Imane;2623;REGIO 28;;492;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;BOL;25228;Aankomend onderofficier grondoptreden;;;100A198;School voor Zorg en Welzijn Leiden;;Loosduinsekade;129.0;;2623MG;
976545618;976545618;22-01-2003;M;Gardy;;Fatine;2586;REGIO 28;;1821;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo1 opleidingen;BOL;25629;Management assistant;;;100A172;School voor Zorg en Welzijn Den Haag;;Steijnlaan;487.0;;2586NB;ZOETERWOUDE
116932498;116932498;02-03-2001;M;Vicente;El;Jeremy Allen;3137;REGIO 28;;495;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25717;Onderwijsassistent;;;101A783;School voor ICT;;Netscherstraat;111.0;;3137TJ;OEGSTGEEST
650091205;650091205;20-07-2001;V;Bairoune;de;Sofie;2497;REGIO 28;;1817;ROTTERDAM;27GZ;27GZ;;Mbo2 opleidingen;BOL;25643;Zelfstandig werkend kok;;;100A188;School voor Economie en Juridische beroepen;;Etty Hillesumsingel;59.0;;2497VM;
867445315;867445315;19-09-2003;M;Lange;;Nuriyah Guinevere Zafirah;2583;REGIO 28;;1680;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25304;Persoonlijk begeleider maatschappelijke zorg;;;100A182;School voor Entreeopleidingen;;Tempelberg;28.0;;2583HS;'S-GRAVENHAGE
917766321;917766321;26-08-2004;V;Ulaş;;Caner;2544;REGIO 28;;540;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25453;Junior stylist;;;100A181;School voor Autotechniek en Mobiliteit;;Hertenrade;23.0;;2544KB;'S-GRAVENHAGE
127573103;127573103;18-06-2005;M;Windster;;Angely June;2286;REGIO 28;;570;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25309;Allround Kapper;;;101A729;School voor Retail en Logistiek Delft;;J A Alberdingk Thijmstr;103.0;;2286JJ;RIJSWIJK ZH
396865673;396865673;21-01-2005;M;Rijswijk;;Darshan Tristan;2496;REGIO 37;;281;WESTLAND;27GZ;27GZ;;HAVO/VWO bovenbouw;;25291;Schoonheidsspecialist;;;100A179;School voor Horeca & Facilitaire dienstverlening;;Kiwistraat;52.0;;2496VA;ROELOFARENDSVEEN
385674949;385674949;12-04-2005;V;Rijpkema;;Ismahane;3235;REGIO 28;;588;WADDINXVEEN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25574;Assistent dienstverlening;;;100A187;School voor Lifestyle, Sport en Bewegen;;Goudriaankade;858.0;;3235BR;HILLEGOM
890641624;890641624;09-12-1999;M;Hutten;;Kim Luna;2727;REGIO 28;;1744;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25326;Allround medewerker facilitaire dienstverlening;;;100A191;International Hotel and Management School;;Fluwijn;7.0;;2727CZ;HOEK VAN HOLLAND
833004286;833004286;03-03-2003;V;Maduro;;Salma;2613;REGIO 27;;1794;RIJSWIJK;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25341;Persoonlijk begeleider maatschappelijke zorg;;;100A179;School voor Gezondheidszorg Den Haag;;Moerweg;20.0;;2613BE;NOORDWIJK ZH
618819323;618819323;29-05-2004;V;Boztaş;;Dean;2583;REGIO 28;;1755;KATWIJK;27GZ;27GZ;;Mbo2 opleidingen;BOL;25211;Autoschadehersteller;;;100A182;School voor Metaal-, Elektro- en installatietechniek;;Melis Stokelaan;448.0;;2583JP;'s-Gravenhage
938547772;938547772;18-03-2004;M;Taal;van der;Jauad;2624;REGIO 28;;501;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo4 opleidingen;BBL;25280;Logistiek teamleider;;;100A174;School voor Technologie en Engineering;;Pastoor Vinkesteynstraat;86.0;;2624CB;'S-GRAVENHAGE
911678380;911678380;06-01-2000;M;Brand;;Yassine;2511;REGIO 28;;548;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25518;Musicalperformer;;;100A198;School voor Entreeopleidingen;;Mr. Beerninkplantsoen;584.0;;2511XX;'S-GRAVENHAGE
167191528;167191528;12-04-2004;M;Leeuwen;;Ashley;2235;REGIO 28;;496;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;BOL;25496;Technicus engineering;;;100A172;School voor Economie Delft;;Hazerswoudestraat;54.0;;2235DM;LEIDSCHENDAM
811659294;811659294;18-06-2005;V;Afkir;;Shraddha Ishani;2271;REGIO 28;;1782;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25256;Doktersassistent;;;100A173;School voor Zorg en Welzijn Den Haag;;Kuifduikerstraat;127.0;;2271SR;KATWIJK ZH
670695543;670695543;14-04-2004;V;Zaenuddin;;Edmond-Douglas Opare Danquah;2719;REGIO 27;;1686;LEIDERDORP;27GZ;27GZ;;Mbo4 opleidingen;BOL;25431;Verzorgende-IG;;;100A196;VAVO Haaglanden;;Noorderbeekstraat;28.0;;2719CH;ZOETERMEER
727691494;727691494;03-12-2003;V;Paiman;de;Jiayi;3141;REGIO 28;;366;KAAG EN BRAASSEM;27GZ;27GZ;;Mbo3 opleidingen;BOL;25171;Maatschappelijke Zorg;;;100A172;VAVO Haaglanden;;Hoenderloostraat;112.0;;3141KV;WATERINGEN
238655334;238655334;25-04-2003;V;Leeuwen;;Ishwar Vinesh;2671;REGIO 28;;488;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25722;Facilitair leidinggevende;;;100A179;School voor Toerisme en Recreatie;;Het Zicht;40.0;;2671TT;'S-GRAVENHAGE
104659220;104659220;07-05-2002;M;Goedhart;van;Cherise Lenny Elisabeth;2515;REGIO 29;;602;TEYLINGEN;27GZ;27GZ;;Mbo2 opleidingen;EX;5721;Eerste Fietstechnicus;;;100A176;VAVO Haaglanden;;Lange Geer;101.0;;2515VE;Spijkenisse
791888162;791888162;17-06-2006;M;Pitai;;Eileen Beyoncé Birila;2285;REGIO 28;;499;TEYLINGEN;27GZ;27GZ;;Mbo4 opleidingen;BBL;25329;Beveiliger 3;;;100A172;School voor Entreeopleidingen;;Messstraat;356.0;;2285HJ;PIJNACKER
518014602;518014602;29-10-2004;V;Helm;van;Floor Roelofje Annie;2291;REGIO 6;;594;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;5406;Assistant Fashion Tailor;;;100A189;School voor Gezondheidszorg Den Haag;;Zorgvlietstraat;461.0;;2291RG;VOORSCHOTEN
945396609;945396609;27-09-2000;V;Groot;;Tushar Quinton Jityã;2691;REGIO 28;;552;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25594;Manager/ondernemer horeca;;;101A729;VAVO Haaglanden;;Troelstrakade;25.0;;2691DV;'S-GRAVENHAGE
450882506;450882506;29-08-2001;V;Çiçek;;Ilyas Isam;2295;REGIO 28;;583;WADDINXVEEN;27GZ;27GZ;;Mbo3 opleidingen;EX;25273;Eerste monteur mechatronica;;;100A172;Beauty, Hair & Fashion;;Randenburgseweg;18.0;;2295NH;DELFT
561848966;561848966;21-05-2003;M;Tatli;;Jim;2548;REGIO 28;;502;ZOETERMEER;27GZ;27GZ;;Mbo2 opleidingen;BOL;25750;Allround technicus voertuigen en mobiele werktuigen;;;100A184;International Hotel and Management School;;Oude Raadhuisstraat;145.0;;2548SN;ROTTERDAM
281360662;281360662;26-07-2005;V;Groen;van;Yoesef;3146;REGIO 28;;1754;WASSENAAR;27GZ;27GZ;;Mbo2 opleidingen;BOL;25593;Begeleider specifieke doelgroepen;;;100A181;International Hotel and Management School;;Saffier;16.0;;3146SE;DELFT
951434060;951434060;21-12-2003;V;Hoek;;Jayden Daan;2548;REGIO 28;;480;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25291;Logistiek medewerker;;;100A184;School voor Economie en Juridische beroepen;;Dijkgraafstraat;262.0;;2548NX;'S-GRAVENHAGE
103350669;103350669;06-07-2004;V;Middendorp;;Julius Jaap Junior;2628;REGIO 28;;1652;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25524;Vavo Atheneum Nieuw Profiel Economie en Maatschappij;;;100A188;VAVO Haaglanden;;Pr Johan Willem Frisoln;193.0;;2628KG;'S-GRAVENHAGE
480081911;480081911;04-12-2004;M;Stoffers;Van der;Mohamed Yassin;2498;REGIO 26;;513;VELSEN;27GZ;27GZ;;Mbo4 opleidingen;EX;25247;Management assistant;;;100A186;School voor ICT;;Strijpkade;115.0;;2498AP;DORDRECHT
570743508;570743508;19-04-2006;V;Rahmouni;van;Anneke Henriette Johanna;2518;REGIO 28;;1716;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BOL;25751;Gastheer/-vrouw;;;100A188;Beauty, Hair & Fashion;;Noorderhavenkade;108.0;;2518KE;'S-GRAVENHAGE
956394676;956394676;31-08-2004;V;Hartman;;Chelsea Johanna Maria;;REGIO 28;;491;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25458;Software developer;;;101A729;International Hotel and Management School;;Neogotiekhof;19.0;;;'S-GRAVENHAGE
881834004;881834004;31-12-2002;M;Addouiri;;Vincent;2551;REGIO 28;;1753;DELFT;27GZ;27GZ;;Mbo2 opleidingen;BOL;25166;Helpende Zorg en Welzijn;;;101A729;School voor Gezondheidszorg Den Haag;;Johannes Camphuijsstraat;19.0;;2551WX;'S-GRAVENHAGE
725098298;725098298;11-12-2004;M;Louwers;;Merijn Edward;2375;REGIO 28;;586;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25288;Schoonheidsverzorging;;;100A176;School voor Retail en Logistiek Delft;;Regentesselaan;21.0;;2375XS;'S-GRAVENHAGE
675159447;675159447;13-02-2004;M;Govers;de;Romayra Renée;2515;REGIO 29;;1572;ZANDVOORT;27GZ;27GZ;;Mbo3 opleidingen;EX;25605;Assistent dienstverlening en zorg;;;100A187;School voor Orde & Veiligheid;;Schoutendreef;264.0;;2515KH;GOES
609104823;609104823;26-04-2003;M;Boerjan;;Dani Antonius Bennie Daan;2411;REGIO 28;;507;BEVERWIJK;27GZ;27GZ;;VMBO bovenbouw;BOL;25669;Leidinggevende travel & hospitality;;;100A176;School voor Autotechniek en Mobiliteit;;Voorweg;36.0;;2411XE;NAALDWIJK
710132931;710132931;30-07-2001;V;Khan;;Johannes;2264;REGIO 28;;584;VLISSINGEN;27GZ;27GZ;;Mbo2 opleidingen;BOL;5745;Sport en Bewegen;;;100A180;School voor Lifestyle, Sport en Bewegen;;Emiratenstraat;704.0;;2264LM;MONSTER
171142675;171142675;10-05-2001;V;Zanzan;;Yüksel;2544;REGIO 28;;487;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;23297;Manager/ondernemer horeca;;;100A187;School voor Maatschappelijke zorg en Verzorgende;;Anna Bijnslaan;15.0;;2544AV;RIJSWIJK ZH
449086054;449086054;24-04-2001;M;Hennep;;Celine;2665;REGIO 28;;497;KATWIJK;27GZ;27GZ;;Mbo2 opleidingen;BOL;25611;Logistiek teamleider;;;100A173;School voor Economie en Juridische beroepen;;Schalk Burgerstraat;133.0;;2665CN;ROTTERDAM
208923102;208923102;15-02-2004;M;Vreede;;Jayne Zahwa;2241;REGIO 28;;490;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25617;Mbo- Verpleegkunde;;;100A174;School voor Zorg en Welzijn Westland;;Oranje-Nassauplein;103.0;;2241CA;'S-GRAVENHAGE
334659648;334659648;28-06-2003;M;l'Ecluse;van der;Soumia;2493;REGIO 29;;503;TILBURG;27GZ;27GZ;;Mbo2 opleidingen;BOL;5558;Vavo Havo voorexamenklas;;;100A198;School voor Retail en Logistiek Delft;;Weteringdreef;866.0;;2493WJ;'s-Gravenzande
799809593;799809593;09-08-2004;M;Burg;van;Sem Julian;2282;REGIO 28;;493;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25363;Medewerker (financiële) administratie;;;100A172;VAVO Haaglanden;;Stevinstraat;;;2282VM;'S-GRAVENHAGE
999278265;999278265;16-09-2002;M;Wielenga;;Sem;2542;REGIO 28;;570;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BBL;25246;Logistiek medewerker;;;100A189;Beauty, Hair & Fashion;;Gerard Doustraat;26.0;;2542LB;ROTTERDAM
563278204;563278204;18-08-2005;V;Noorman van der Dussen;;Juan Bernardo;2525;REGIO 29;;501;DELFT;27GZ;27GZ;;Mbo2 opleidingen;BOL;25521;Sociaal werker;;;100A195;School voor Technologie en Engineering;;Duiventorenstraat;15.0;;2525JG;'S-GRAVENHAGE
480927225;480927225;28-09-2004;M;Baksi;;Damla;2283;REGIO 28;;587;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;5501;Assistent dienstverlening;;;100A175;School voor Economie Delft;;Zilverberg;16.0;;2283JG;ZOETERMEER
859049706;859049706;22-09-2003;V;Jharap;;Susan;2719;REGIO 28;;474;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25564;Pedagogisch medewerker kinderopvang;;;100A180;School voor Maatschappelijke zorg en Verzorgende;;;36.0;;2719HM;'S-GRAVENHAGE
872109122;872109122;19-01-2003;V;Akhnij;;Teoman;2332;REGIO 27;;1720;ALMERE;27GZ;27GZ;;Mbo4 opleidingen;;25275;Assistent bouwen, wonen en onderhoud;;;100A187;School voor Orde & Veiligheid;;François Valentijnstraat;31.0;;2332EB;DE LIER
945994586;945994586;11-11-2006;V;Michel;;Salim;2402;REGIO 28;;481;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25319;Zelfstandig werkend kok;;;100A189;School voor ICT;;Seinpoststraat;18.0;;2402GS;'S-GRAVENHAGE
572911058;572911058;25-04-2003;M;Groenewegen;;Salma;2498;REGIO 28;;482;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25544;Verzorgende-IG;;;100A173;School voor Business support;;Doedijnstraat;10.0;;2498CG;RIJSWIJK ZH
579891804;579891804;09-08-2004;M;Ramroep;de;Mohammad Amjad;2526;REGIO 28;;514;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25614;Manager/ondernemer horeca;;;100A182;School voor Pedagogische en Sociale beroepen;;Egbert van 't Oeverstr;64.0;;2526CK;'S-GRAVENHAGE
346658008;346658008;18-09-2004;V;Hussein;;Jacob Stefan;2675;REGIO 28;;483;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25598;Timmerman;;;100A174;School voor Zorg en Welzijn Den Haag;;;30.0;;2675RR;'S-GRAVENHAGE
202153777;202153777;30-04-2005;V;Ferdinand;;Salah;2625;REGIO 28;;551;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25648;Persoonlijk begeleider maatschappelijke zorg;;;100A191;School voor Gezondheidszorg Den Haag;;Multatuliweg;25.0;;2625SL;KATWIJK ZH
447697058;447697058;23-03-2004;V;Dijk;;Sanne Clarissa Elizabeth;3077;REGIO 28;;1482;RIJSWIJK;27GZ;27GZ;;Mbo3 opleidingen;BBL;25687;Beveiliger 2;;;100A186;School voor Economie Delft;;Soesterberghof;212.0;;3077KM;RIJSWIJK ZH
244459456;244459456;02-01-2003;V;Burg;El;Nicole Naima;2263;REGIO 28;;490;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25367;Juridisch-administratief dienstverlener;;;100A189;School voor Zorg en Welzijn Den Haag;;Brueghelstraat;184.0;;2263EJ;DELFT
449172050;449172050;08-12-2002;M;Hage;van;Rignad;2512;REGIO 28;;1666;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25641;Technicus engineering;;;100A180;School voor Maatschappelijke zorg en Verzorgende;;Schaarsbergenstraat;110.0;;2512RG;ALMERE
542675506;542675506;12-11-2004;M;Goudzwaard;;Tasnem;2625;REGIO 29;;517;DIJK EN WAARD;27GZ;27GZ;;Mbo2 opleidingen;;5730;Eerste monteur elektrotechnische installaties in de gebouwde omgeving;;;100A172;School voor Technologie en Engineering;;Minister Aalberselaan;103.0;;2625NA;SANTPOORT-NOORD
386473580;386473580;15-08-2006;V;Vreugdenhil;Ben;Owen;;REGIO 29;;508;LANSINGERLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25762;Manager/ondernemer horeca;;;100A186;Beauty, Hair & Fashion;;Jacob Catsstraat;34.0;;;'S-GRAVENHAGE
806393589;806393589;09-10-2001;V;Aydin;van;Noëlle Bernadette Jeannette;3089;REGIO 26;;511;ZOETERMEER;27GZ;27GZ;;Mbo1 opleidingen;EX;25585;Medewerker (financiële) administratie;;;100A177;School voor Technologie en Engineering;;Hamwijck;47.0;;3089RN;ZOETERMEER
739585897;739585897;28-03-2005;M;Sewrutton;van;Salma;2681;REGIO 28;;1726;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25638;Coördinator sport, bewegen en gezondheid;;;101A729;School voor Zorg en Welzijn Westland;;Julianalaan;429.0;;2681SZ;OEGSTGEEST
558859504;558859504;18-04-2005;M;Remmer;de la;Rivano Nicolas;2283;REGIO 28;;319;WOERDEN;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25592;Fashion Tailor;;;100A173;School voor Zorg en Welzijn Den Haag;;Wim Sonneveldplein;237.0;;2283LL;WATERINGEN
443544469;443544469;25-04-2006;M;Duijn;;Jaimy;2631;REGIO 28;;1738;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25625;Manager mobiliteitsbranche;;;100A181;School voor Pedagogische en Sociale beroepen;;Koekamp;19.0;;2631GX;DELFT
591244255;591244255;25-07-2001;V;Krane;;Felicity Kailey;2516;REGIO 28;;1763;WESTLAND;27GZ;27GZ;;Mbo3 opleidingen;BOL;25225;Aankomend medewerker grondoptreden;;;100A190;School voor Gezondheidszorg Den Haag;;Prins Bernhardlaan;17.0;;2516WH;VOORBURG
